"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Last Updated","Current Ver","Android Ver","Avg_Sentiment","Review_Count","Success","log_installs","log_reviews","is_free","high_success","Last_Updated","days_since_update"
"Free Books - Spirit Fanfiction and Stories","BOOKS_AND_REFERENCE",4.8,116507,5,1e+06,"Free",0,"Teen","August 1, 2018","2.0.075","4.0.3 and up",0,40,"1",13.8155115579638,11.6657152191581,1,1,2018-08-01,2809
"AlReader -any text book reader","BOOKS_AND_REFERENCE",4.6,90468,5.9,5e+06,"Free",0,"Everyone","May 27, 2018","1.911805270","2.3 and up",0.23941240530303,40,"1",15.4249486703984,11.4127625295708,1,1,2018-05-27,2875
"Offline English Dictionary","BOOKS_AND_REFERENCE",4.2,860,13,1e+05,"Free",0,"Everyone","July 17, 2018","1.0","4.0.3 and up",0,0,"0",11.5129354649202,6.75809450442773,1,0,2018-07-17,2824
"Oxford Dictionary of English : Free","BOOKS_AND_REFERENCE",4.1,363934,7.1,1e+07,"Free",0,"Everyone","July 11, 2018","9.1.363","4.1 and up",0,0,"1",16.1180957509583,12.8047305592445,1,1,2018-07-11,2830
"Offline: English to Tagalog Dictionary","BOOKS_AND_REFERENCE",4.7,967,6.7,5e+05,"Free",0,"Everyone","August 4, 2018","1.1.6","4.0.3 and up",0,0,"0",13.1223653774023,6.87523208727658,1,0,2018-08-04,2806
"FamilySearch Tree","BOOKS_AND_REFERENCE",4.3,17506,17,1e+06,"Free",0,"Everyone","July 20, 2018","2.3.18","4.1 and up",0.156994372670154,40,"1",13.8155115579638,9.77035607993293,1,1,2018-07-20,2821
"Cloud of Books","BOOKS_AND_REFERENCE",3.3,1862,19,1e+06,"Free",0,"Everyone","April 27, 2018","2.2.5","4.1 and up",0,0,"1",13.8155115579638,7.52994337060159,1,1,2018-04-27,2905
"Recipes of Prophetic Medicine for free","BOOKS_AND_REFERENCE",4.6,2084,6.7,5e+05,"Free",0,"Everyone","May 17, 2018","15.0","2.3 and up",0,0,"0",13.1223653774023,7.6425241342329,1,0,2018-05-17,2885
"ReadEra – free ebook reader","BOOKS_AND_REFERENCE",4.8,47303,21,1e+06,"Free",0,"Everyone","June 2, 2018","18.05.31+530","4.1 and up",0,0,"1",13.8155115579638,10.7643501375007,1,1,2018-06-02,2869
"Ebook Reader","BOOKS_AND_REFERENCE",4.1,85842,37,5e+06,"Free",0,"Everyone","June 25, 2018","5.0.6","4.0 and up",0.333969175572691,40,"1",15.4249486703984,11.3602753254357,1,1,2018-06-25,2846
"Litnet - E-books","BOOKS_AND_REFERENCE",4.6,7831,15,1e+05,"Free",0,"Teen","July 4, 2018","1.2.3","4.0 and up",0,0,"0",11.5129354649202,8.96597318421035,1,0,2018-07-04,2837
"Read books online","BOOKS_AND_REFERENCE",4.1,91615,23,5e+06,"Free",0,"Mature 17+","June 29, 2018","3.12","4.1 and up",0,0,"1",15.4249486703984,11.4253612078978,1,1,2018-06-29,2842
"English to Urdu Dictionary","BOOKS_AND_REFERENCE",4.6,4620,19,5e+05,"Free",0,"Everyone","November 23, 2017","2.0","4.0.3 and up",0,40,"0",13.1223653774023,8.43836641087027,1,0,2017-11-23,3060
"eBoox: book reader fb2 epub zip","BOOKS_AND_REFERENCE",4.7,21336,23,1e+06,"Free",0,"Everyone","June 20, 2018","1.28","3.0 and up",0,0,"1",13.8155115579638,9.96819793390488,1,1,2018-06-20,2851
"English Persian Dictionary","BOOKS_AND_REFERENCE",4.5,26875,73,5e+05,"Free",0,"Everyone","August 1, 2018","6.0.8","4.0.3 and up",0,80,"0",13.1223653774023,10.19898897404,1,0,2018-08-01,2809
"Flybook","BOOKS_AND_REFERENCE",3.9,1778,4.9,5e+05,"Free",0,"Mature 17+","October 16, 2014","1.0.3","2.1 and up",0,0,"0",13.1223653774023,7.48380668766583,1,0,2014-10-16,4194
"All Maths Formulas","BOOKS_AND_REFERENCE",4.4,2709,6.8,1e+06,"Free",0,"Everyone","July 11, 2018","1.9","4.4 and up",0.292575148809524,40,"1",13.8155115579638,7.90470391387375,1,1,2018-07-11,2830
"English translation from Bengali","BOOKS_AND_REFERENCE",4.5,527,2.9,1e+05,"Free",0,"Everyone","March 31, 2018","14.0","4.0 and up",0,0,"0",11.5129354649202,6.26909628370626,1,0,2018-03-31,2932
"Pdf Book Download - Read Pdf Book","BOOKS_AND_REFERENCE",4.4,1322,3.5,1e+05,"Free",0,"Everyone","May 28, 2018","6.0","4.0.3 and up",0,0,"0",11.5129354649202,7.18765716411496,1,0,2018-05-28,2874
"Free Book Reader","BOOKS_AND_REFERENCE",3.4,1680,4,1e+05,"Free",0,"Everyone","August 20, 2016","3.05","4.0.3 and up",0,40,"0",11.5129354649202,7.42714413340862,1,0,2016-08-20,3520
"eBoox new: Reader for fb2 epub zip books","BOOKS_AND_REFERENCE",4.9,2739,21,50000,"Free",0,"Everyone","July 17, 2018","2.0","3.0 and up",0,0,"0",10.8197982842103,7.91571319938212,1,0,2018-07-17,2824
"Only 30 days in English, the guideline is guaranteed","BOOKS_AND_REFERENCE",4.6,1065,2.3,5e+05,"Free",0,"Everyone","June 16, 2018","1.5","3.0 and up",0,0,"0",13.1223653774023,6.97166860472579,1,0,2018-06-16,2855
"English-Myanmar Dictionary","BOOKS_AND_REFERENCE",4.4,8788,10,1e+06,"Free",0,"Everyone","July 28, 2018","2.5.3","4.0 and up",0.373837752525253,40,"1",13.8155115579638,9.08125621856465,1,1,2018-07-28,2813
"Golden Dictionary (EN-AR)","BOOKS_AND_REFERENCE",4.4,51269,6.1,1e+06,"Free",0,"Everyone","July 19, 2018","7.0.4.6","4.2 and up",0.314916666666667,40,"1",13.8155115579638,10.8448610647777,1,1,2018-07-19,2822
"All Language Translator Free","BOOKS_AND_REFERENCE",4.4,30105,2.1,1e+06,"Free",0,"Everyone","July 29, 2018","1.15","4.0.3 and up",0.294587662337662,40,"1",13.8155115579638,10.3124797664204,1,1,2018-07-29,2812
"Azpen eReader","BOOKS_AND_REFERENCE",3.5,156,42,5e+05,"Free",0,"Everyone","February 15, 2018","3.1.7.9","2.2 and up",0.174386160714286,32,"0",13.1223653774023,5.05624580534831,1,0,2018-02-15,2976
"English Dictionary - Offline","BOOKS_AND_REFERENCE",4.4,341157,30,1e+07,"Free",0,"Everyone 10+","March 20, 2018","3.9.1","4.2 and up",0,40,"1",16.1180957509583,12.7401009920639,1,1,2018-03-20,2943
"ADP Mobile Solutions","BUSINESS",4.3,85185,29,5e+06,"Free",0,"Everyone","July 17, 2018","3.4.2","5.0 and up",0,40,"1",15.4249486703984,11.3525923800667,1,1,2018-07-17,2824
"OfficeSuite : Free Office + PDF Editor","BUSINESS",4.3,1002861,35,1e+08,"Free",0,"Everyone","August 2, 2018","9.7.14188","4.1 and up",0,0,"1",18.4206807539524,13.8183684702398,1,1,2018-08-02,2808
"USPS MOBILE®","BUSINESS",3.9,16589,9.1,1e+06,"Free",0,"Everyone","June 14, 2018","4.9.10","4.0.3 and up",0,0,"1",13.8155115579638,9.71655538318449,1,1,2018-06-14,2857
"Job Search by ZipRecruiter","BUSINESS",4.8,148945,25,1e+06,"Free",0,"Everyone","July 19, 2018","5.2.8","5.0 and up",0,0,"1",13.8155115579638,11.9113391031316,1,1,2018-07-19,2822
"Curriculum vitae App CV Builder Free Resume Maker","BUSINESS",4.5,4458,3.9,5e+05,"Free",0,"Everyone","July 8, 2018","3.3","4.1 and up",0.374018308080808,40,"0",13.1223653774023,8.40267980462748,1,0,2018-07-08,2833
"Google Primer","BUSINESS",4.4,62272,18,1e+07,"Free",0,"Everyone","June 26, 2018","3.550.2","4.1 and up",0.0375,40,"1",16.1180957509583,11.0392832239984,1,1,2018-06-26,2845
"Alba Heaven - Alvarez Job Portal Services","BUSINESS",4,8941,12,5e+06,"Free",0,"Everyone","July 31, 2018","4.6.30","4.0.3 and up",0,0,"1",15.4249486703984,9.09851455679393,1,1,2018-07-31,2810
"SuperLivePro","BUSINESS",4.3,46353,21,1e+06,"Free",0,"Everyone","April 13, 2016","2.8","1.5 and up",0,0,"1",13.8155115579638,10.7440628671625,1,1,2016-04-13,3649
"Polaris Office for LG","BUSINESS",4.2,30847,55,5e+06,"Free",0,"Everyone","February 8, 2018","7.3.21","4.1 and up",0,0,"1",15.4249486703984,10.3368271974103,1,1,2018-02-08,2983
"Call Blocker","BUSINESS",4.6,188841,3.2,5e+06,"Free",0,"Everyone","June 21, 2018","1.1.13","4.0 and up",0.00104897186147186,80,"1",15.4249486703984,12.1486659655806,1,1,2018-06-21,2850
"Plugin:AOT v5.0","BUSINESS",3.1,4034,23,1e+05,"Free",0,"Everyone","September 11, 2015","3.0.1.11 (Build 311)","2.2 and up",0,0,"0",11.5129354649202,8.30276158070405,1,0,2015-09-11,3864
"Kariyer.net","BUSINESS",3.9,45964,16,1e+06,"Free",0,"Everyone","July 18, 2018","5.1.5","4.1 and up",0,0,"1",13.8155115579638,10.7356355162979,1,1,2018-07-18,2823
"Become a Job - Find a job or advertise","BUSINESS",4.1,6903,14,1e+06,"Free",0,"Everyone","July 10, 2018","2.3.6","4.1 and up",0,0,"1",13.8155115579638,8.83985623276326,1,1,2018-07-10,2831
"ZOOM Cloud Meetings","BUSINESS",4.4,31614,37,1e+07,"Free",0,"Everyone","July 20, 2018","4.1.28165.0716","4.0 and up",0,0,"1",16.1180957509583,10.3613869704927,1,1,2018-07-20,2821
"IndiaMART: Search Products, Buy, Sell & Trade","BUSINESS",4.5,207372,11,5e+06,"Free",0,"Everyone","August 2, 2018","12.2.4","4.0 and up",0,0,"1",15.4249486703984,12.2422743830822,1,1,2018-08-02,2808
"ViettelPost express delivery","BUSINESS",4.4,1225,25,1e+05,"Free",0,"Everyone","August 1, 2018","1.0.6.8","4.1 and up",0,0,"0",11.5129354649202,7.11151211649616,1,0,2018-08-01,2809
"MyASUS - Service Center","BUSINESS",4.4,380837,7.3,1e+07,"Free",0,"Everyone","July 4, 2018","3.4.5","4.2 and up",0,0,"1",16.1180957509583,12.8501293668366,1,1,2018-07-04,2837
"Job Korea - Career Jobs","BUSINESS",4.3,10600,6.5,1e+06,"Free",0,"Everyone","August 1, 2018","2.5.6","4.0 and up",0,0,"1",13.8155115579638,9.2687036152731,1,1,2018-08-01,2809
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room","BUSINESS",4.4,74359,25,1e+06,"Free",0,"Everyone","July 27, 2018","1.12.5","4.0 and up",0,0,"1",13.8155115579638,11.2166734418354,1,1,2018-07-27,2814
"Myanmar 2D/3D","BUSINESS",4.6,822,3.1,1e+05,"Free",0,"Everyone","June 8, 2018","1.5","4.0.3 and up",0,0,"0",11.5129354649202,6.71295620067707,1,0,2018-06-08,2863
"sABN","BUSINESS",4.4,2287,1.5,1e+06,"Free",0,"Everyone","March 26, 2018","4.9","2.2 and up",0,0,"1",13.8155115579638,7.73543335249969,1,1,2018-03-26,2937
"ATI Cargoes and Transportation","BUSINESS",4.7,4162,7.5,1e+05,"Free",0,"Everyone","July 24, 2018","0.9.4","4.0.3 and up",0,0,"0",11.5129354649202,8.33399124719497,1,0,2018-07-24,2817
"Secure Folder","BUSINESS",3.8,14760,8.6,5e+07,"Free",0,"Everyone","January 31, 2018","1.1.07.6","7.0 and up",0,0,"1",17.7275335833924,9.599743846537,1,1,2018-01-31,2991
"Tiny Scanner - PDF Scanner App","BUSINESS",4.7,286897,39,1e+07,"Free",0,"Everyone","May 30, 2017","1.2.6","3.0 and up",0,0,"1",16.1180957509583,12.5668820308751,1,1,2017-05-30,3237
"Fast Scanner : Free PDF Scan","BUSINESS",4.5,103755,14,1e+07,"Free",0,"Everyone","July 11, 2018","3.9.2","4.1 and up",0.289583423520924,80,"1",16.1180957509583,11.5497972677461,1,1,2018-07-11,2830
"Mobile Doc Scanner (MDScan) Lite","BUSINESS",4.2,46505,19,1e+06,"Free",0,"Everyone","August 2, 2018","3.4.49","4.1 and up",0,0,"1",13.8155115579638,10.7473366155096,1,1,2018-08-02,2808
"TurboScan: scan documents and receipts in PDF","BUSINESS",4.7,11442,6.8,1e+05,"Paid",4.99,"Everyone","March 25, 2018","1.5.2","4.0 and up",0,0,"0",11.5129354649202,9.34513346831771,0,0,2018-03-25,2938
"Tiny Scanner Pro: PDF Doc Scan","BUSINESS",4.8,10295,39,1e+05,"Paid",4.99,"Everyone","April 11, 2017","3.4.6","3.0 and up",0,0,"0",11.5129354649202,9.23951074927596,0,0,2017-04-11,3286
"Zenefits","BUSINESS",4.2,296,14,50000,"Free",0,"Everyone","June 15, 2018","3.2.1","4.1 and up",0,0,"0",10.8197982842103,5.6937321388027,1,0,2018-06-15,2856
"Google Ads","BUSINESS",4.3,29313,20,5e+06,"Free",0,"Everyone","July 30, 2018","1.12.0","4.0.3 and up",0.125968803418803,80,"1",15.4249486703984,10.2858204965872,1,1,2018-07-30,2811
"FreshBooks Classic","BUSINESS",4.1,1802,26,1e+05,"Free",0,"Everyone","April 18, 2018","1.7.14","4.2 and up",0.0967600217243074,80,"0",11.5129354649202,7.49720722320332,1,0,2018-04-18,2914
"Insightly CRM","BUSINESS",3.8,1383,51,1e+05,"Free",0,"Everyone","July 12, 2018","3.24.1","5.0 and up",0,0,"0",11.5129354649202,7.23273313617761,1,0,2018-07-12,2829
"QuickBooks Accounting: Invoicing & Expenses","BUSINESS",4.3,23175,41,1e+06,"Free",0,"Everyone","July 13, 2018","18.7","4.1 and up",0,0,"1",13.8155115579638,10.0508725394492,1,1,2018-07-13,2828
"HipChat - Chat Built for Teams","BUSINESS",3.8,5868,20,5e+05,"Free",0,"Everyone","July 3, 2018","3.19.005","4.1 and up",-0.0312079983508555,80,"0",13.1223653774023,8.67743954055833,1,0,2018-07-03,2838
"MailChimp - Email, Marketing Automation","BUSINESS",4.1,5448,12,5e+05,"Free",0,"Everyone","July 25, 2018","4.9.1","5.0 and up",0,0,"0",13.1223653774023,8.6031873845831,1,0,2018-07-25,2816
"Crew - Free Messaging and Scheduling","BUSINESS",4.6,4159,48,5e+05,"Free",0,"Everyone","July 20, 2018","6.1.2","4.0.3 and up",0.417331952335859,80,"0",13.1223653774023,8.33327035325531,1,0,2018-07-20,2821
"Asana: organize team projects","BUSINESS",4.3,20815,10,1e+06,"Free",0,"Everyone","July 26, 2018","6.4.4","5.0 and up",0.123971936407139,80,"1",13.8155115579638,9.94347720075229,1,1,2018-07-26,2815
"Google Analytics","BUSINESS",4.5,78662,22,1e+06,"Free",0,"Everyone","February 13, 2018","3.7.5","4.4 and up",0,80,"1",13.8155115579638,11.2729281840839,1,1,2018-02-13,2978
"AdWords Express","BUSINESS",4.1,7149,11,1e+06,"Free",0,"Everyone","July 31, 2018","2.6.158","4.0 and up",0.121777462121212,80,"1",13.8155115579638,8.87486763568805,1,1,2018-07-31,2810
"Accounting App - Zoho Books","BUSINESS",4.5,3079,8.5,1e+05,"Free",0,"Everyone","August 2, 2018","5.20.7","4.1 and up",0.398189732142857,80,"0",11.5129354649202,8.03268487596762,1,0,2018-08-02,2808
"Invoice & Time Tracking - Zoho","BUSINESS",4.6,5800,8.6,1e+05,"Free",0,"Everyone","August 2, 2018","5.20.7","4.1 and up",0,0,"0",11.5129354649202,8.66578559546606,1,0,2018-08-02,2808
"Invoice 2go — Professional Invoices and Estimates","BUSINESS",4.2,16422,28,1e+06,"Free",0,"Everyone","August 1, 2018","10.46.2","4.1 and up",0,0,"1",13.8155115579638,9.70643807033756,1,1,2018-08-01,2809
"Cisco Webex Meetings","BUSINESS",4.4,108741,28,1e+07,"Free",0,"Everyone","July 20, 2018","11.1.0","4.3 and up",0.100987599206349,40,"1",16.1180957509583,11.5967333830266,1,1,2018-07-20,2821
"ScreenMeet. Easy Phone Meeting","BUSINESS",4,624,9,1e+05,"Free",0,"Everyone","March 22, 2018","1.2.287","5.0 and up",0,0,"0",11.5129354649202,6.4377516497364,1,0,2018-03-22,2941
"Cisco Webex Teams","BUSINESS",4.2,1661,46,1e+05,"Free",0,"Everyone","August 2, 2018","3.0.4651","4.4 and up",0.129418124699375,40,"0",11.5129354649202,7.41577697541539,1,0,2018-08-02,2808
"Start Meeting","BUSINESS",4.1,308,14,50000,"Free",0,"Everyone","May 29, 2018","3.1.4.0","4.0.3 and up",0,0,"0",10.8197982842103,5.73334127689775,1,0,2018-05-29,2873
"ClickMeeting Webinars","BUSINESS",3.8,5211,26,1e+06,"Free",0,"Everyone","July 30, 2018","3.3.0","4.0 and up",0,40,"1",13.8155115579638,8.55871893824474,1,1,2018-07-30,2811
"BlueJeans for Android","BUSINESS",3.9,1058,23,5e+05,"Free",0,"Everyone","June 29, 2018","2.22.397","5.0 and up",0,40,"0",13.1223653774023,6.96508034560141,1,0,2018-06-29,2842
"Verify - Receipts & Expenses","BUSINESS",4.5,413,29,10000,"Free",0,"Everyone","July 25, 2018","2.0.19","5.0 and up",0,0,"0",9.21044036697652,6.02586597382531,1,0,2018-07-25,2816
"Manga Master - Best manga & comic reader","COMICS",4.6,24005,4.9,5e+05,"Free",0,"Adults only 18+","July 4, 2018","1.1.7.0","4.1 and up",0,0,"0",13.1223653774023,10.0860590780853,1,0,2018-07-04,2837
"GANMA! - All original stories free of charge for all original comics","COMICS",4.7,57106,27,1e+06,"Free",0,"Teen","July 23, 2018","2.11.3","4.1 and up",0,0,"1",13.8155115579638,10.9526819800743,1,1,2018-07-23,2818
"Röhrich Werner Soundboard","COMICS",4.7,2249,32,5e+05,"Free",0,"Everyone","November 16, 2017","1.08","4.0.3 and up",0,0,"0",13.1223653774023,7.71868549519847,1,0,2017-11-16,3067
"Unicorn Pokez - Color By Number","COMICS",4.8,516,12,50000,"Free",0,"Everyone","August 3, 2018","1.0.6","4.4 and up",0,0,"0",10.8197982842103,6.24804287450843,1,0,2018-08-03,2807
"MangaToon - Comics updated Daily","COMICS",3.9,834,15,50000,"Free",0,"Mature 17+","August 1, 2018","1.0.8","4.1 and up",0,0,"0",10.8197982842103,6.72743172485086,1,0,2018-08-01,2809
"Manga Net – Best Online Manga Reader","COMICS",4.1,1010,11,50000,"Free",0,"Mature 17+","July 7, 2018","1.5","4.1 and up",0,0,"0",10.8197982842103,6.91869521902047,1,0,2018-07-07,2834
"Manga Rock - Best Manga Reader","COMICS",4.4,238970,28,1e+06,"Free",0,"Teen","July 9, 2018","3.4.3_world","5.0 and up",0,0,"1",13.8155115579638,12.3840974846394,1,1,2018-07-09,2832
"Manga - read Thai translation","COMICS",4.6,302,2.2,10000,"Free",0,"Teen","July 3, 2018","1.0","4.0 and up",0,0,"0",9.21044036697652,5.71373280550937,1,0,2018-07-03,2838
"The Vietnam Story - Fun Stories","COMICS",4.5,438,3.4,10000,"Free",0,"Everyone","December 27, 2017","1.0","2.3 and up",0,0,"0",9.21044036697652,6.08449941307517,1,0,2017-12-27,3026
"Dragon Ball Wallpaper - Ringtones","COMICS",4.7,73,8.3,10000,"Free",0,"Everyone","July 23, 2018","1.9","4.0.3 and up",0,0,"0",9.21044036697652,4.30406509320417,1,0,2018-07-23,2818
"Funny Jokes Photos","COMICS",4.4,39,4.3,10000,"Free",0,"Everyone 10+","July 3, 2018","1.1","4.2 and up",0,0,"0",9.21044036697652,3.68887945411394,1,0,2018-07-03,2838
"Truyện Vui Tý Quậy","COMICS",4.5,144,4.7,10000,"Free",0,"Everyone","July 19, 2018","3.0","4.0.3 and up",0,0,"0",9.21044036697652,4.97673374242057,1,0,2018-07-19,2822
"Comic Es - Shojo manga / love comics free of charge ♪ ♪","COMICS",3.9,2181,10,1e+05,"Free",0,"Teen","March 5, 2018","1.2.12","4.0.3 and up",0,0,"0",11.5129354649202,7.68799716639302,1,0,2018-03-05,2958
"comico Popular Original Cartoon Updated Everyday Comico","COMICS",3.2,93965,15,5e+06,"Free",0,"Teen","July 3, 2018","6.3.0","4.0.3 and up",0,0,"1",15.4249486703984,11.4506882936945,1,1,2018-07-03,2838
"Daily Manga - Comic & Webtoon","COMICS",3.2,1446,7.1,1e+05,"Free",0,"Mature 17+","May 18, 2018","1.0","4.0.3 and up",0,40,"0",11.5129354649202,7.27724772663148,1,0,2018-05-18,2884
"漫咖 Comics - Manga,Novel and Stories","COMICS",4.1,12088,21,1e+06,"Free",0,"Mature 17+","July 6, 2018","2.3.1","4.0.3 and up",0,0,"1",13.8155115579638,9.40005122720199,1,1,2018-07-06,2835
"Emmanuella Funny Videos 2018","COMICS",4.5,314,6.1,1e+05,"Free",0,"Everyone","May 23, 2018","3.1.0","4.1 and up",0,40,"0",11.5129354649202,5.75257263882563,1,0,2018-05-23,2879
"Manga Zero - Japanese cartoon and comic reader","COMICS",4.2,15194,15,1e+06,"Free",0,"Teen","July 19, 2018","4.7.3","4.2 and up",0,0,"1",13.8155115579638,9.62872170535089,1,1,2018-07-19,2822
"Marvel Unlimited","COMICS",3.7,22551,11,1e+06,"Free",0,"Teen","July 24, 2018","3.16.0","4.4 and up",0,0,"1",13.8155115579638,10.0235790327939,1,1,2018-07-24,2817
"Tapas – Comics, Novels, and Stories","COMICS",4.5,29839,29,1e+06,"Free",0,"Teen","July 31, 2018","4.1.0","4.4 and up",0,0,"1",13.8155115579638,10.3036050543177,1,1,2018-07-31,2810
"Children's cartoons (Mithu-Mina-Raju)","COMICS",4.6,279,3.3,1e+05,"Free",0,"Everyone","December 18, 2017","1.6","4.0 and up",0,0,"0",11.5129354649202,5.63478960316925,1,0,2017-12-18,3035
"Faustop Sounds","COMICS",4.7,1677,40,1e+05,"Free",0,"Everyone","May 26, 2018","1.7.7","4.1 and up",0,40,"0",11.5129354649202,7.42535788702715,1,0,2018-05-26,2876
"Manga Mania - Best online manga reader","COMICS",4.4,757,10,10000,"Free",0,"Teen","May 24, 2018","1.0","4.1 and up",0,0,"0",9.21044036697652,6.63068338564237,1,0,2018-05-24,2878
"- Free Comics - Comic Apps","COMICS",3.5,115,9.1,10000,"Free",0,"Mature 17+","July 13, 2018","5.0.12","5.0 and up",0,0,"0",9.21044036697652,4.75359019110636,1,0,2018-07-13,2828
"Manga AZ - Manga Comic Reader","COMICS",3.3,125,4.7,5000,"Free",0,"Teen","July 24, 2018","1.0.4","4.0.3 and up",0,0,"0",8.5173931714189,4.83628190695148,1,0,2018-07-24,2817
"Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game","COMICS",4.5,9952,38,5e+05,"Free",0,"Everyone 10+","July 31, 2018","4.3.0","4.1 and up",0,0,"0",13.1223653774023,9.20562929224606,1,0,2018-07-31,2810
"Funny Jokes and Stories 2018","COMICS",4.2,21,6.7,5000,"Free",0,"Everyone","March 31, 2018","1.3","4.0 and up",0,0,"0",8.5173931714189,3.09104245335832,1,0,2018-03-31,2932
"Hojiboy Tojiboyev Life Hacks","COMICS",5,15,37,1000,"Free",0,"Everyone","June 26, 2018","2.0","4.0.3 and up",0,0,"0",6.90875477931522,2.77258872223978,1,0,2018-06-26,2845
"Best Wallpapers Backgrounds(100,000+ 4K HD)","COMICS",4.7,3596,7.8,10000,"Free",0,"Teen","June 16, 2018","1.01","4.0.3 and up",0.0751073232323232,40,"0",9.21044036697652,8.18785544369562,1,0,2018-06-16,2855
"think Comics","COMICS",4.4,1006,19,50000,"Free",0,"Everyone","August 3, 2018","2.3.3","4.0.3 and up",0,0,"0",10.8197982842103,6.91473089271856,1,0,2018-08-03,2807
"Memes Button","COMICS",4.4,5968,5.7,1e+06,"Free",0,"Everyone","May 28, 2018","1.4","4.0 and up",0,0,"1",13.8155115579638,8.69433468816865,1,1,2018-05-28,2874
"Laftel - Watching and Announcing Snooping, Streaming","COMICS",4.6,4895,35,1e+05,"Free",0,"Everyone","August 2, 2018","2.4.25","4.4 and up",0,0,"0",11.5129354649202,8.49617382419216,1,0,2018-08-02,2808
"Messenger for SMS","COMMUNICATION",4.3,125257,17,1e+07,"Free",0,"Teen","June 6, 2018","1.8.9","4.1 and up",0,0,"1",16.1180957509583,11.7381308891629,1,1,2018-06-06,2865
"My Tele2","COMMUNICATION",4.3,158679,8.8,5e+06,"Free",0,"Everyone","August 3, 2018","2.4.1","4.4 and up",0,0,"1",15.4249486703984,11.9746448746283,1,1,2018-08-03,2807
"Yahoo Mail – Stay Organized","COMMUNICATION",4.3,4187998,16,1e+08,"Free",0,"Everyone","July 18, 2018","5.29.3","4.4 and up",0,0,"1",18.4206807539524,15.2477336121951,1,1,2018-07-18,2823
"imo beta free calls and text","COMMUNICATION",4.3,659395,11,1e+08,"Free",0,"Everyone","June 7, 2018","9.8.000000010492","4.0 and up",0,0,"1",18.4206807539524,13.3990795434807,1,1,2018-06-07,2864
"imo free video calls and chat","COMMUNICATION",4.3,4785892,11,5e+08,"Free",0,"Everyone","June 8, 2018","9.8.000000010501","4.0 and up",0,0,"1",20.0301186583865,15.3811831903263,1,1,2018-06-08,2863
"Call Free – Free Call","COMMUNICATION",4.3,30209,15,5e+06,"Free",0,"Everyone","July 28, 2018","1.3.4","4.1 and up",0,40,"1",15.4249486703984,10.3159282743807,1,1,2018-07-28,2813
"Web Browser & Explorer","COMMUNICATION",4,36901,6.6,5e+06,"Free",0,"Everyone","July 4, 2018","11.8.6","4.0.3 - 7.1.1",0,0,"1",15.4249486703984,10.5160210291018,1,1,2018-07-04,2837
"Browser 4G","COMMUNICATION",4.3,192948,6.6,1e+07,"Free",0,"Everyone","June 19, 2018","24.6.6","4.0.3 - 7.1.1",0.286521070075758,40,"1",16.1180957509583,12.1701811842625,1,1,2018-06-19,2852
